Breed;Color;"Age in 
Weeks";Min BW Female;Avg BW Female;Max BW Female;Min BW Male;Avg BW Male;Max BW Male;Min/Avg Female;Max/Avg Female;Min/Avg Male;Max/Avg Male;;;;;;;;;;;;;;;;
Lohmann Pink;Tint;73;1.898;1.998;2.098;2.181;2.296;2.411;;;;;;;;;;;;;;;;;;;;
Lohmann Pink;Tint;74;1.899;1.999;2.099;2.183;2.298;2.413;;;;;;;;;;;;;;;;;;;;
Lohmann Pink;Tint;75;1.900;2.000;2.100;2.185;2.300;2.415;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;1;63;66;70;61;64;67;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;2;126;132;139;135;142;150;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;3;187;196;206;229;241;253;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;4;258;272;286;322;339;356;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;5;337;355;372;415;437;459;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;6;425;447;469;518;545;572;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;7;514;541;568;630;663;696;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;8;609;641;673;742;781;820;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;9;707;744;781;854;899;944;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;10;798;840;882;966;1.017;1.068;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;11;883;929;976;1.078;1.135;1.191;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;12;972;1.023;1.074;1.190;1.253;1.315;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;13;1.053;1.109;1.164;1.302;1.370;1.439;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;14;1.131;1.191;1.250;1.414;1.488;1.563;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;15;1.208;1.272;1.335;1.526;1.606;1.686;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;16;1.281;1.348;1.416;1.638;1.724;1.810;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;17;1.347;1.418;1.489;1.745;1.837;1.929;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;18;1.416;1.490;1.565;1.853;1.950;2.048;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;19;1.489;1.568;1.646;1.937;2.039;2.141;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;20;1.555;1.637;1.719;2.030;2.136;2.243;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;21;1.612;1.697;1.782;2.103;2.214;2.324;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;22;1.663;1.751;1.838;2.167;2.281;2.395;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;23;1.709;1.799;1.889;2.222;2.339;2.456;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;24;1.745;1.837;1.929;2.273;2.393;2.512;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;25;1.772;1.865;1.959;2.319;2.441;2.563;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;26;1.790;1.884;1.979;2.360;2.484;2.609;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;27;1.803;1.897;1.992;2.397;2.523;2.649;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;28;1.810;1.905;2.001;2.429;2.557;2.685;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;29;1.816;1.912;2.007;2.457;2.586;2.715;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;30;1.823;1.919;2.015;2.475;2.605;2.735;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;31;1.826;1.922;2.018;2.488;2.619;2.750;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;32;1.828;1.925;2.021;2.502;2.633;2.765;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;33;1.831;1.928;2.024;2.515;2.647;2.780;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;34;1.834;1.931;2.027;2.528;2.661;2.794;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;35;1.837;1.934;2.030;2.541;2.675;2.809;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;36;1.840;1.937;2.034;2.555;2.689;2.824;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;37;1.843;1.940;2.037;2.568;2.703;2.838;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;38;1.846;1.943;2.040;2.581;2.717;2.853;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;39;1.849;1.946;2.043;2.595;2.731;2.868;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;40;1.850;1.948;2.045;2.608;2.745;2.883;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;41;1.853;1.951;2.048;2.615;2.753;2.890;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;42;1.855;1.953;2.050;2.622;2.760;2.898;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;43;1.858;1.956;2.053;2.629;2.767;2.905;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;44;1.860;1.958;2.056;2.636;2.774;2.913;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;45;1.863;1.961;2.059;2.643;2.782;2.921;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;46;1.865;1.964;2.062;2.649;2.789;2.928;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;47;1.867;1.966;2.064;2.656;2.796;2.936;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;48;1.869;1.968;2.066;2.663;2.803;2.944;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;49;1.872;1.971;2.069;2.670;2.811;2.951;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;50;1.874;1.973;2.071;2.677;2.818;2.959;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;51;1.878;1.977;2.076;2.684;2.825;2.966;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;52;1.879;1.978;2.077;2.691;2.832;2.974;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;53;1.883;1.982;2.081;2.698;2.840;2.982;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;54;1.885;1.984;2.083;2.704;2.847;2.989;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;55;1.886;1.986;2.085;2.711;2.854;2.997;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;Brown;56;1.888;1.988;2.087;2.718;2.861;3.004;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;57;1.891;1.991;2.090;2.725;2.869;3.012;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;58;1.893;1.993;2.092;2.732;2.876;3.020;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;59;1.896;1.996;2.096;2.739;2.883;3.027;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;60;1.898;1.998;2.098;2.746;2.890;3.035;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;61;1.901;2.001;2.101;2.751;2.896;3.041;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;62;1.904;2.004;2.104;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;63;1.906;2.006;2.106;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;64;1.907;2.008;2.108;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;65;1.910;2.011;2.111;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;66;1.912;2.013;2.113;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;67;1.915;2.016;2.117;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;68;1.917;2.018;2.119;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;69;1.920;2.021;2.122;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;70;1.923;2.024;2.125;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;71;1.925;2.026;2.127;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;72;1.926;2.027;2.128;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;73;1.927;2.028;2.129;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;74;1.928;2.029;2.130;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
Lohmann Silver;;75;1.928;2.030;2.131;2.755;2.900;3.045;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
