Breed;Color;"Age in 
Weeks";Livability;HH % Production;Min HD % Production;HD % Production;Max HD % Production;"EHH week
";EHH cum;% Hatching Eggs;HE week;HE cum;total % Hatch;saleable % Hatch;Saleable Chicks week;Saleable Chicks Cum;Egg weight week;;;;;;;
LB Tradition;Brown;32;99,1%;92,3;90,4;93,2;96,0;6,5;66,1;96;6,2;53,6;87,8;42,8;2,65;22,1;59,0;;;;;;;
LB Tradition;Brown;33;99,0%;92,2;90,4;93,2;96,0;6,5;72,5;96;6,2;59,8;88,0;42,9;2,66;24,8;59,2;;;;;;;
LB Tradition;Brown;34;98,9%;92,1;90,4;93,2;96,0;6,4;79,0;96;6,2;66,0;88,1;42,9;2,66;27,5;59,5;;;;;;;
LB Tradition;Brown;35;98,8%;92,0;90,4;93,2;96,0;6,4;85,4;96;6,2;72,2;88,2;43,0;2,66;30,1;59,7;;;;;;;
LB Tradition;Brown;36;98,7%;91,9;90,3;93,1;95,9;6,4;91,9;96;6,2;78,4;88,2;43,0;2,65;32,8;59,9;;;;;;;
LB Tradition;Brown;37;98,6%;91,7;90,3;93,1;95,8;6,4;98,3;96;6,2;84,5;88,1;43,0;2,65;35,4;60,1;;;;;;;
LB Tradition;Brown;38;98,5%;91,5;90,2;93,0;95,8;6,4;104,7;96;6,1;90,7;88,1;42,9;2,64;38,1;60,2;;;;;;;
LB Tradition;Brown;39;98,3%;91,3;90,1;92,9;95,7;6,4;111,1;96;6,1;96,8;88,0;42,9;2,63;40,7;60,3;;;;;;;
LB Tradition;Brown;40;98,2%;91,1;90,0;92,8;95,6;6,4;117,5;96;6,1;102,9;87,9;42,8;2,62;43,3;60,4;;;;;;;
LB Tradition;Brown;41;98,1%;90,9;89,9;92,7;95,5;6,4;123,8;96;6,1;109,0;87,8;42,8;2,61;45,9;60,5;;;;;;;
LB Tradition;Brown;42;98,0%;90,7;89,8;92,5;95,3;6,3;130,2;96;6,1;115,1;87,7;42,7;2,60;48,5;60,6;;;;;;;
LB Tradition;Brown;43;97,9%;90,5;89,6;92,4;95,2;6,3;136,5;96;6,1;121,1;87,6;42,7;2,58;51,1;60,7;;;;;;;
LB Tradition;Brown;44;97,7%;90,2;89,5;92,3;95,1;6,3;142,8;95;6,0;127,2;87,4;42,6;2,57;53,7;60,7;;;;;;;
LB Tradition;Brown;45;97,6%;90,0;89,4;92,2;94,9;6,3;149,1;95;6,0;133,2;87,2;42,5;2,55;56,2;60,7;;;;;;;
LB Tradition;Brown;46;97,5%;89,7;89,2;92,0;94,8;6,3;155,4;95;6,0;139,1;87,0;42,4;2,54;58,8;60,8;;;;;;;
LB Tradition;Brown;47;97,3%;89,4;89,1;91,8;94,6;6,3;161,6;95;6,0;145,1;86,6;42,2;2,51;61,3;60,8;;;;;;;
LB Tradition;Brown;48;97,2%;89,1;88,9;91,6;94,4;6,2;167,9;95;5,9;151,0;86,3;42,0;2,49;63,8;60,8;;;;;;;
LB Tradition;Brown;49;97,1%;88,7;88,7;91,4;94,2;6,2;174,1;95;5,9;156,9;85,8;41,8;2,47;66,2;60,8;;;;;;;
LB Tradition;Brown;50;96,9%;88,4;88,5;91,2;94,0;6,2;180,3;95;5,9;162,8;85,3;41,6;2,44;68,7;60,8;;;;;;;
LB Tradition;Brown;51;96,8%;88,1;88,3;91,0;93,7;6,2;186,4;95;5,8;168,6;84,9;41,4;2,41;71,1;60,9;;;;;;;
LB Tradition;Brown;52;96,6%;87,7;88,1;90,8;93,5;6,1;192,6;94;5,8;174,4;84,3;41,1;2,38;73,5;60,9;;;;;;;
LB Tradition;Brown;53;96,4%;87,3;87,8;90,5;93,3;6,1;198,7;94;5,8;180,2;83,8;40,8;2,35;75,8;60,9;;;;;;;
LB Tradition;Brown;54;96,3%;86,9;87,6;90,3;93,0;6,1;204,8;94;5,7;185,9;83,2;40,6;2,33;78,1;60,9;;;;;;;
LB Tradition;Brown;55;96,1%;86,5;87,3;90,0;92,7;6,1;210,8;94;5,7;191,6;82,7;40,3;2,30;80,4;61,0;;;;;;;
LB Tradition;Brown;56;95,9%;86,0;87,0;89,7;92,4;6,0;216,9;94;5,7;197,2;82,2;40,1;2,27;82,7;61,0;;;;;;;
LB Tradition;Brown;57;95,7%;85,6;86,7;89,4;92,1;6,0;222,8;94;5,6;202,9;81,6;39,8;2,24;84,9;61,0;;;;;;;
LB Tradition;Brown;58;95,5%;85,1;86,4;89,1;91,8;6,0;228,8;94;5,6;208,5;81,1;39,5;2,21;87,2;61,0;;;;;;;
LB Tradition;Brown;59;95,3%;84,6;86,1;88,8;91,4;5,9;234,7;94;5,5;214,0;80,6;39,3;2,18;89,3;61,0;;;;;;;
LB Tradition;Brown;60;95,1%;84,0;85,7;88,4;91,0;5,9;240,6;93;5,5;219,5;79,9;39,0;2,14;91,5;61,1;;;;;;;
LB Tradition;Brown;61;94,9%;83,4;85,3;87,9;90,6;5,8;246,5;93;5,4;224,9;79,3;38,7;2,11;93,6;61,1;;;;;;;
LB Tradition;Brown;62;94,7%;82,8;84,8;87,5;90,1;5,8;252,2;93;5,4;230,3;78,7;38,4;2,07;95,6;61,1;;;;;;;
LB Tradition;Brown;63;94,4%;82,2;84,4;87,0;89,6;5,8;258,0;93;5,3;235,7;78,1;38,1;2,04;97,7;61,1;;;;;;;
LB Tradition;Brown;64;94,2%;81,5;83,9;86,5;89,1;5,7;263,7;93;5,3;241,0;77,6;37,8;2,00;99,7;61,2;;;;;;;
LB Tradition;Brown;65;94,0%;80,8;83,4;86,0;88,6;5,7;269,4;92;5,2;246,2;77,0;37,5;1,96;101,6;61,2;;;;;;;
LB Tradition;Brown;66;93,7%;80,1;82,9;85,5;88,0;5,6;275,0;92;5,2;251,4;76,5;37,3;1,92;103,6;61,2;;;;;;;
LB Tradition;Brown;67;93,5%;79,3;82,4;84,9;87,5;5,6;280,5;92;5,1;256,5;75,9;37,0;1,88;105,5;61,2;;;;;;;
LB Tradition;Brown;68;93,2%;78,6;81,8;84,4;86,9;5,5;286,0;91;5,0;261,5;75,2;36,7;1,85;107,3;61,3;;;;;;;
LB Tradition;Brown;69;92,9%;77,8;81,3;83,8;86,3;5,4;291,5;91;5,0;266,5;74,7;36,4;1,81;109,1;61,3;;;;;;;
LB Tradition;Brown;70;92,6%;77,1;80,7;83,2;85,7;5,4;296,9;91;4,9;271,4;74,1;36,1;1,77;110,9;61,3;;;;;;;
LB Tradition;Brown;71;92,3%;76,3;80,1;82,6;85,1;5,3;302,2;91;4,8;276,2;73,4;35,8;1,73;112,6;61,3;;;;;;;
LB Tradition;Brown;72;92,0%;75,5;79,6;82,1;84,5;5,3;307,5;90;4,8;281,0;72,8;35,5;1,69;114,3;61,3;;;;;;;
LB Tradition;Brown;73;91,7%;74,7;79,1;81,5;84,0;5,2;312,7;90;4,7;285,7;72,2;35,2;1,66;116,0;61,3;;;;;;;
LB Tradition;Brown;74;91,4%;73,9;78,5;80,9;83,3;5,2;317,9;90;4,6;290,3;71,6;34,9;1,62;117,6;61,4;;;;;;;
LB Tradition;Brown;75;91,0%;73,2;78,0;80,4;82,8;5,1;323,0;89;4,6;294,9;71,1;34,6;1,58;119,2;61,4;;;;;;;
LSL Classic;White;20;100,0%;10,3;10,0;10,3;10,6;0,7;0,7;;;;;;;;41,0;;;;;;;
LSL Classic;White;21;100,0%;35,0;33,9;35,0;36,0;2,4;3,2;;;;;;;;44,5;;;;;;;
LSL Classic;White;22;99,9%;57,9;56,3;58,0;59,7;4,1;7,2;;;;;;;;47,5;;;;;;;
LSL Classic;White;23;99,8%;74,6;72,5;74,8;77,0;5,2;12,4;50;2,6;2,6;71,1;34,9;0,91;0,9;49,9;;;;;;;
LSL Classic;White;24;99,7%;86,0;83,6;86,2;88,8;6,0;18,5;71;4,3;6,9;80,7;39,5;1,70;2,6;51,9;;;;;;;
LSL Classic;White;25;99,6%;91,1;88,7;91,5;94,2;6,4;24,8;83;5,3;12,2;84,2;41,3;2,19;4,8;53,6;;;;;;;
LSL Classic;White;26;99,5%;93,5;91,2;94,0;96,8;6,5;31,4;90;5,9;18,1;85,9;42,1;2,48;7,3;55,1;;;;;;;
LSL Classic;White;27;99,4%;94,9;92,6;95,4;98,3;6,6;38,0;93;6,2;24,3;87,0;42,6;2,64;9,9;56,2;;;;;;;
LSL Classic;White;28;99,3%;95,3;93,1;95,9;98,8;6,7;44,7;95;6,3;30,6;87,7;43,0;2,71;12,6;56,9;;;;;;;
LSL Classic;White;29;99,2%;95,3;93,2;96,1;99,0;6,7;51,4;95;6,4;36,9;88,4;43,3;2,75;15,4;57,4;;;;;;;
LSL Classic;White;30;99,1%;95,2;93,2;96,1;99,0;6,7;58,0;96;6,4;43,3;88,8;43,5;2,77;18,1;57,9;;;;;;;
LSL Classic;White;31;99,0%;95,1;93,2;96,1;99,0;6,7;64,7;96;6,4;49,7;89,0;43,6;2,78;20,9;58,3;;;;;;;
LSL Classic;White;32;98,9%;95,0;93,2;96,1;99,0;6,7;71,4;96;6,4;56,1;89,0;43,6;2,79;23,7;58,6;;;;;;;
LSL Classic;White;33;98,8%;94,9;93,2;96,1;99,0;6,6;78,0;96;6,4;62,5;89,0;43,6;2,78;26,5;58,8;;;;;;;
LSL Classic;White;34;98,6%;94,7;93,1;96,0;98,9;6,6;84,6;96;6,4;68,8;88,8;43,5;2,77;29,3;59,1;;;;;;;
LSL Classic;White;35;98,5%;94,5;93,0;95,9;98,8;6,6;91,2;96;6,4;75,2;88,7;43,5;2,76;32,0;59,3;;;;;;;
LSL Classic;White;36;98,4%;94,3;92,9;95,8;98,7;6,6;97,8;96;6,3;81,5;88,6;43,4;2,75;34,8;59,5;;;;;;;
LSL Classic;White;37;98,3%;94,1;92,9;95,7;98,6;6,6;104,4;96;6,3;87,8;88,4;43,3;2,74;37,5;59,6;;;;;;;
LSL Classic;White;38;98,2%;93,9;92,8;95,6;98,5;6,6;111,0;96;6,3;94,1;88,2;43,2;2,72;40,2;59,8;;;;;;;
LSL Classic;White;39;98,0%;93,7;92,7;95,5;98,4;6,6;117,6;96;6,3;100,4;88,0;43,1;2,71;43,0;59,9;;;;;;;
LSL Classic;White;40;97,9%;93,4;92,6;95,4;98,3;6,5;124,1;96;6,3;106,7;87,8;43,0;2,70;45,6;60,0;;;;;;;
LSL Classic;White;41;97,8%;93,2;92,5;95,3;98,2;6,5;130,6;96;6,2;113,0;87,6;42,9;2,68;48,3;60,1;;;;;;;
LSL Classic;White;42;97,7%;93,0;92,4;95,2;98,1;6,5;137,1;96;6,2;119,2;87,4;42,8;2,67;51,0;60,2;;;;;;;
LSL Classic;White;43;97,5%;92,8;92,3;95,1;98,0;6,5;143,6;96;6,2;125,4;87,1;42,7;2,65;53,6;60,2;;;;;;;
LSL Classic;White;44;97,4%;92,5;92,2;95,0;97,9;6,5;150,1;95;6,2;131,6;86,8;42,5;2,63;56,3;60,3;;;;;;;
LSL Classic;White;45;97,2%;92,3;92,0;94,9;97,7;6,5;156,6;95;6,2;137,7;86,5;42,4;2,61;58,9;60,3;;;;;;;
LSL Classic;White;46;97,1%;92,0;91,9;94,7;97,5;6,4;163,0;95;6,1;143,9;86,1;42,2;2,59;61,5;60,3;;;;;;;
LSL Classic;White;47;97,0%;91,6;91,7;94,5;97,3;6,4;169,4;95;6,1;150,0;85,7;42,0;2,56;64,0;60,3;;;;;;;
LSL Classic;White;48;96,8%;91,3;91,5;94,3;97,2;6,4;175,8;95;6,1;156,0;85,3;41,8;2,54;66,6;60,4;;;;;;;
LSL Classic;White;49;96,7%;91,0;91,3;94,1;97,0;6,4;182,2;95;6,0;162,1;84,8;41,6;2,51;69,1;60,4;;;;;;;
LSL Classic;White;50;96,5%;90,6;91,1;93,9;96,7;6,3;188,5;95;6,0;168,1;84,5;41,4;2,49;71,6;60,4;;;;;;;
LSL Classic;White;51;96,4%;90,3;90,9;93,7;96,5;6,3;194,8;95;6,0;174,1;84,1;41,2;2,46;74,0;60,4;;;;;;;
LSL Classic;White;52;96,2%;89,9;90,6;93,5;96,3;6,3;201,1;94;5,9;180,0;83,7;41,0;2,44;76,5;60,5;;;;;;;
LSL Classic;White;53;96,0%;89,5;90,4;93,2;96,0;6,3;207,4;94;5,9;185,9;83,2;40,8;2,41;78,9;60,5;;;;;;;
LSL Classic;White;54;95,9%;89,1;90,1;92,9;95,7;6,2;213,6;94;5,9;191,8;82,8;40,6;2,38;81,3;60,5;;;;;;;
LSL Classic;White;55;95,7%;88,6;89,8;92,6;95,4;6,2;219,8;94;5,8;197,6;82,4;40,4;2,36;83,6;60,5;;;;;;;
LSL Classic;White;56;95,6%;88,1;89,4;92,2;95,0;6,2;226,0;94;5,8;203,4;82,1;40,2;2,33;86,0;60,6;;;;;;;
LSL Classic;White;57;95,4%;87,5;89,0;91,8;94,5;6,1;232,1;94;5,8;209,2;81,6;40,0;2,30;88,3;60,6;;;;;;;
LSL Classic;White;58;95,2%;87,0;88,6;91,3;94,1;6,1;238,2;94;5,7;214,9;81,2;39,8;2,27;90,5;60,6;;;;;;;
LSL Classic;White;59;95,0%;86,3;88,1;90,8;93,6;6,0;244,3;94;5,7;220,5;80,9;39,6;2,24;92,8;60,6;;;;;;;
LSL Classic;White;60;94,9%;85,7;87,6;90,3;93,1;6,0;250,3;93;5,6;226,1;80,4;39,4;2,21;95,0;60,7;;;;;;;
LSL Classic;White;61;94,7%;85,0;87,1;89,8;92,5;6,0;256,2;93;5,6;231,7;80,0;39,2;2,18;97,2;60,7;;;;;;;
LSL Classic;White;62;94,5%;84,4;86,6;89,3;92,0;5,9;262,1;93;5,5;237,2;79,6;39,0;2,15;99,3;60,7;;;;;;;
LSL Classic;White;63;94,3%;83,7;86,1;88,8;91,4;5,9;268,0;93;5,4;242,6;79,2;38,8;2,11;101,4;60,7;;;;;;;
LSL Classic;White;64;94,1%;83,0;85,6;88,3;90,9;5,8;273,8;93;5,4;248,0;78,8;38,6;2,08;103,5;60,8;;;;;;;
LSL Classic;White;65;93,9%;82,4;85,1;87,7;90,4;5,8;279,6;92;5,3;253,3;78,3;38,4;2,04;105,5;60,8;;;;;;;
LSL Classic;White;66;93,7%;81,6;84,5;87,1;89,7;5,7;285,3;92;5,3;258,6;77,9;38,2;2,01;107,5;60,8;;;;;;;
LSL Classic;White;67;93,5%;80,8;83,9;86,5;89,0;5,7;290,9;92;5,2;263,8;77,6;38,0;1,97;109,5;60,8;;;;;;;
LSL Classic;White;68;93,3%;80,0;83,2;85,7;88,3;5,6;296,5;91;5,1;268,9;77,2;37,8;1,94;111,5;60,9;;;;;;;
LSL Classic;White;69;93,1%;79,1;82,5;85,0;87,6;5,5;302,1;91;5,0;274,0;76,8;37,6;1,90;113,4;60,9;;;;;;;
LSL Classic;White;70;92,9%;78,2;81,7;84,2;86,7;5,5;307,6;91;5,0;278,9;76,4;37,4;1,86;115,2;60,9;;;;;;;
LSL Classic;White;71;92,6%;77,3;81,0;83,5;86,0;5,4;313,0;91;4,9;283,8;76,0;37,2;1,82;117,0;60,9;;;;;;;
LSL Classic;White;72;92,4%;76,4;80,2;82,7;85,2;5,4;318,3;90;4,8;288,7;75,6;37,0;1,79;118,8;60,9;;;;;;;
LSL Classic;White;73;92,2%;75,5;79,4;81,9;84,4;5,3;323,6;90;4,8;293,4;75,1;36,8;1,75;120,6;61,0;;;;;;;
LSL Classic;White;74;92,0%;74,6;78,7;81,1;83,5;5,2;328,8;90;4,7;298,1;74,7;36,6;1,71;122,3;61,0;;;;;;;
LSL Classic;White;75;91,7%;73,7;77,9;80,3;82,7;5,2;334,0;89;4,6;302,7;74,3;36,4;1,68;124,0;61,0;;;;;;;
LSL Extra;White;20;100,0%;10,3;10,0;10,3;10,6;0,7;0,7;;;;;;;;41,1;;;;;;;
LSL Extra;White;21;100,0%;34,9;33,8;34,9;35,9;2,4;3,2;;;;;;;;44,6;;;;;;;
LSL Extra;White;22;99,9%;57,8;56,1;57,8;59,6;4,0;7,2;;;;;;;;47,7;;;;;;;
LSL Extra;White;23;99,8%;74,4;72,3;74,5;76,8;5,2;12,4;50;2,6;2,6;70,6;34,6;0,90;0,9;50,1;;;;;;;
LSL Extra;White;24;99,7%;85,7;83,4;86,0;88,5;6,0;18,4;71;4,3;6,9;80,1;39,2;1,68;2,6;52,1;;;;;;;
LSL Extra;White;25;99,6%;90,8;88,5;91,2;93,9;6,4;24,8;83;5,3;12,2;83,5;40,9;2,16;4,7;53,8;;;;;;;
LSL Extra;White;26;99,5%;93,3;90,9;93,7;96,5;6,5;31,3;90;5,9;18,1;85,2;41,7;2,45;7,2;55,3;;;;;;;
LSL Extra;White;27;99,4%;94,6;92,3;95,2;98,0;6,6;37,9;93;6,2;24,2;86,3;42,3;2,61;9,8;56,3;;;;;;;
LSL Extra;White;28;99,3%;95,0;92,8;95,7;98,5;6,6;44,6;95;6,3;30,5;87,0;42,7;2,68;12,5;57,0;;;;;;;
LSL Extra;White;29;99,2%;95,0;92,9;95,8;98,7;6,7;51,2;95;6,3;36,8;87,7;43,0;2,72;15,2;57,6;;;;;;;
LSL Extra;White;30;99,1%;95,0;93,0;95,8;98,7;6,6;57,9;96;6,4;43,2;88,1;43,2;2,74;17,9;58,0;;;;;;;
LSL Extra;White;31;99,0%;94,9;93,0;95,8;98,7;6,6;64,5;96;6,4;49,6;88,3;43,3;2,75;20,7;58,5;;;;;;;
LSL Extra;White;32;98,9%;94,7;93,0;95,8;98,7;6,6;71,1;96;6,4;55,9;88,3;43,3;2,75;23,5;58,8;;;;;;;
LSL Extra;White;33;98,8%;94,6;92,9;95,8;98,7;6,6;77,8;96;6,4;62,3;88,3;43,2;2,75;26,2;59,0;;;;;;;
LSL Extra;White;34;98,6%;94,4;92,9;95,7;98,6;6,6;84,4;96;6,3;68,6;88,1;43,2;2,74;28,9;59,3;;;;;;;
LSL Extra;White;35;98,5%;94,2;92,8;95,6;98,5;6,6;91,0;96;6,3;75,0;88,0;43,1;2,73;31,7;59,5;;;;;;;
LSL Extra;White;36;98,4%;94,0;92,7;95,5;98,4;6,6;97,5;96;6,3;81,3;87,8;43,0;2,72;34,4;59,7;;;;;;;
LSL Extra;White;37;98,3%;93,8;92,6;95,4;98,3;6,6;104,1;96;6,3;87,6;87,7;43,0;2,71;37,1;59,8;;;;;;;
LSL Extra;White;38;98,2%;93,6;92,5;95,3;98,2;6,6;110,7;96;6,3;93,9;87,5;42,9;2,69;39,8;60,0;;;;;;;
LSL Extra;White;39;98,0%;93,4;92,4;95,2;98,1;6,5;117,2;96;6,3;100,1;87,3;42,8;2,68;42,5;60,1;;;;;;;
LSL Extra;White;40;97,9%;93,1;92,3;95,1;98,0;6,5;123,7;96;6,2;106,4;87,1;42,7;2,67;45,1;60,2;;;;;;;
LSL Extra;White;41;97,8%;92,9;92,2;95,1;97,9;6,5;130,2;96;6,2;112,6;86,9;42,6;2,65;47,8;60,3;;;;;;;
LSL Extra;White;42;97,7%;92,7;92,1;95,0;97,8;6,5;136,7;96;6,2;118,8;86,7;42,5;2,64;50,4;60,4;;;;;;;
LSL Extra;White;43;97,5%;92,5;92,0;94,8;97,7;6,5;143,2;96;6,2;125,0;86,4;42,3;2,62;53,1;60,4;;;;;;;
LSL Extra;White;44;97,4%;92,3;91,9;94,7;97,6;6,5;149,6;95;6,2;131,2;86,1;42,2;2,60;55,7;60,5;;;;;;;
LSL Extra;White;45;97,2%;92,0;91,7;94,6;97,4;6,4;156,1;95;6,1;137,3;85,8;42,1;2,58;58,2;60,5;;;;;;;
LSL Extra;White;46;97,1%;91,7;91,6;94,4;97,2;6,4;162,5;95;6,1;143,4;85,5;41,9;2,56;60,8;60,5;;;;;;;
LSL Extra;White;47;97,0%;91,4;91,4;94,2;97,1;6,4;168,9;95;6,1;149,5;85,0;41,7;2,54;63,3;60,5;;;;;;;
LSL Extra;White;48;96,8%;91,0;91,2;94,0;96,9;6,4;175,3;95;6,1;155,6;84,6;41,5;2,51;65,8;60,6;;;;;;;
LSL Extra;White;49;96,7%;90,7;91,0;93,9;96,7;6,4;181,6;95;6,0;161,6;84,2;41,2;2,48;68,3;60,6;;;;;;;
LSL Extra;White;50;96,5%;90,4;90,8;93,6;96,4;6,3;188,0;95;6,0;167,6;83,8;41,1;2,46;70,8;60,6;;;;;;;
LSL Extra;White;51;96,4%;90,0;90,6;93,4;96,2;6,3;194,3;95;6,0;173,5;83,4;40,9;2,43;73,2;60,6;;;;;;;
LSL Extra;White;52;96,2%;89,6;90,4;93,2;96,0;6,3;200,5;94;5,9;179,5;83,0;40,7;2,41;75,6;60,7;;;;;;;
LSL Extra;White;53;96,0%;89,3;90,1;92,9;95,7;6,2;206,8;94;5,9;185,4;82,6;40,5;2,38;78,0;60,7;;;;;;;
LSL Extra;White;54;95,9%;88,8;89,9;92,6;95,4;6,2;213,0;94;5,9;191,2;82,1;40,2;2,36;80,4;60,7;;;;;;;
LSL Extra;White;55;95,7%;88,4;89,6;92,3;95,1;6,2;219,2;94;5,8;197,0;81,8;40,1;2,33;82,7;60,7;;;;;;;
LSL Extra;White;56;95,6%;87,9;89,2;91,9;94,7;6,1;225,3;94;5,8;202,8;81,4;39,9;2,30;85,0;60,8;;;;;;;
LSL Extra;White;57;95,4%;87,3;88,8;91,5;94,3;6,1;231,4;94;5,7;208,5;81,0;39,7;2,27;87,3;60,8;;;;;;;
LSL Extra;White;58;95,2%;86,7;88,3;91,1;93,8;6,1;237,5;94;5,7;214,2;80,6;39,5;2,25;89,5;60,8;;;;;;;
LSL Extra;White;59;95,0%;86,1;87,9;90,6;93,3;6,0;243,5;94;5,6;219,9;80,2;39,3;2,22;91,8;60,8;;;;;;;
LSL Extra;White;60;94,9%;85,4;87,4;90,1;92,8;6,0;249,5;93;5,6;225,5;79,8;39,1;2,18;93,9;60,9;;;;;;;
LSL Extra;White;61;94,7%;84,8;86,9;89,5;92,2;5,9;255,4;93;5,5;231,0;79,4;38,9;2,15;96,1;60,9;;;;;;;
LSL Extra;White;62;94,5%;84,1;86,4;89,0;91,7;5,9;261,3;93;5,5;236,5;79,0;38,7;2,12;98,2;60,9;;;;;;;
LSL Extra;White;63;94,3%;83,5;85,9;88,5;91,2;5,8;267,2;93;5,4;241,9;78,6;38,5;2,09;100,3;60,9;;;;;;;
LSL Extra;White;64;94,1%;82,8;85,3;88,0;90,6;5,8;273,0;93;5,4;247,3;78,2;38,3;2,06;102,4;61,0;;;;;;;
LSL Extra;White;65;93,9%;82,1;84,8;87,5;90,1;5,7;278,7;92;5,3;252,6;77,7;38,1;2,02;104,4;61,0;;;;;;;
LSL Extra;White;66;93,7%;81,4;84,3;86,9;89,5;5,7;284,4;92;5,2;257,8;77,3;37,9;1,99;106,4;61,0;;;;;;;
LSL Extra;White;67;93,5%;80,6;83,6;86,2;88,8;5,6;290,1;92;5,2;263,0;77,0;37,7;1,95;108,3;61,0;;;;;;;
LSL Extra;White;68;93,3%;79,8;82,9;85,5;88,1;5,6;295,6;91;5,1;268,1;76,6;37,5;1,92;110,2;61,1;;;;;;;
LSL Extra;White;69;93,1%;78,9;82,2;84,8;87,3;5,5;301,2;91;5,0;273,2;76,2;37,3;1,88;112,1;61,1;;;;;;;
LSL Extra;White;70;92,9%;78,0;81,4;84,0;86,5;5,5;306,6;91;5,0;278,1;75,8;37,1;1,84;114,0;61,1;;;;;;;
LSL Extra;White;71;92,6%;77,1;80,7;83,2;85,7;5,4;312,0;91;4,9;283,0;75,4;36,9;1,80;115,8;61,1;;;;;;;
LSL Extra;White;72;92,4%;76,2;80,0;82,5;84,9;5,3;317,4;90;4,8;287,8;75,0;36,7;1,77;117,5;61,1;;;;;;;
LSL Extra;White;73;92,2%;75,3;79,2;81,7;84,1;5,3;322,6;90;4,7;292,6;74,5;36,5;1,73;119,3;61,2;;;;;;;
LSL Extra;White;74;92,0%;74,4;78,4;80,9;83,3;5,2;327,8;90;4,7;297,2;74,1;36,3;1,69;121,0;61,2;;;;;;;
LSL Extra;White;75;91,7%;73,4;77,7;80,1;82,5;5,1;333,0;89;4,6;301,8;73,7;36,1;1,66;122,6;61,2;;;;;;;
LSL Lite;White;20;100,0%;10,4;10,1;10,4;10,7;0,7;0,7;;;;;;;;40,9;;;;;;;
LSL Lite;White;21;100,0%;35,2;34,1;35,2;36,2;2,5;3,2;;;;;;;;44,4;;;;;;;
